ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.028269914278837117,0.2796490058942304,-0.08564400775587892,0.1339623498981248,1.3268197928882206,1.7344666905650148,-1.2241007042863652,1.3692933658523168,-1.3123619483457802,0
0.8464939945196314,0.9641833047618702,-0.19765269894995166,1.5345216020837864,-0.022805560949947314,-0.08926774667373581,0.7884702667781394,-0.004502751332029635,-1.1904760470629605,0
1.0257015455907663,0.615194468963819,0.070229476976134,0.6721050129105324,0.8839509136034229,-0.781945990195226,1.2747633893140218,2.260900677373573,0.8753644561052385,0
1.6642182255165272,-0.5621019855554066,-0.44288354752035164,-0.4002752473221991,-0.8962513392921053,-0.3420503740271427,-0.8585804400418519,-2.3033325409299463,0.1481143072789832,0
-1.224403865891572,-0.30691825552823165,0.9251492073420828,0.3074003262732453,-0.2663268858422873,-1.8183229887405805,-1.8382288845015755,-0.7726624707028522,-1.8422428359860266,0
2.596016710538475,1.8075807067489338,0.9252798923237362,0.285098014748547,2.284387348670448,-1.7784728988268335,-0.16648859834964974,1.2098533805356824,-1.6934546931846584,0
1.2884363737827473,0.22554905709573542,-0.989971403670887,-1.8064486972531302,-1.1561764135157049,0.6116933290229376,-0.6087364871412011,-0.2463782895969463,0.5767573724668893,0
-0.028269914278837117,-2.759913524376058,-0.9120419195348288,0.49122220383647824,-2.476097767686632,-0.45514313972651294,-0.5025903560008617,-0.838712468484956,-0.4824175911346537,0
0.2384215194692506,-1.113411809207,1.3956444251803315,0.3115347310920942,-0.2683835048069551,-0.0044385244428097655,0.39090132073270856,0.8182653693246884,-0.39405584974972246,0
0.7438954730076992,0.7680505669926443,-0.34270185986034735,0.7082960071446704,-0.022805560949947314,-0.7715355537240276,0.06180343319946983,0.6677282849907262,0.0648977187018786,0
0.04013232796459594,-1.4253512963951716,-0.34738188466918507,-2.484849264578083,-1.954527330286517,-0.976601519957312,0.497200422138065,0.869071796175578,-0.6784642085206675,0
-0.028269914278837117,-1.6564120922919976,0.7451118956867022,-0.1935425295084816,-1.3044551387407586,-0.5754766924433271,1.564538788040445,0.6693367231074431,0.5932404548355754,0
0.3500689157899134,0.29573203393222897,0.8793330850798041,-1.4452279138004867,-0.022805560949947314,0.23666004587707784,-0.34060649454786207,0.2546254195178,1.0705584387197433,0
-0.5959923990764933,-0.3628408483497378,2.4896716700995642,1.7852695125223481,1.173409395989225,1.139098440143033,-0.8643178238164928,0.5732767276227552,0.5438207738616917,0
-0.015891073553522247,0.49757806897659845,1.2086603319200528,2.11505091471089,-0.022805560949947314,-1.384322128087596,1.882827638590592,-0.6568770403529928,0.4020741298537473,0
1.7377785077364536,2.7184413182266347,0.3271916200689015,-0.1462117427824292,2.4628676236282403,0.6538374975481981,-0.2912821413035722,0.3319039676037584,0.7110392243330025,0
0.24699334132539183,0.6195543721674381,0.5290352391259272,-1.898846661542272,0.07927980481579434,0.5529506195599536,-0.5636558540658108,-0.24644719754232833,-1.8414666927773236,0
-0.028269914278837117,1.0773696455889838,0.10670500716781985,2.2845650863265536,-0.022805560949947314,1.6156997875238948,0.62193281324669,-1.4094466719579468,0.2247503876928522,0
-0.33831540089148415,-1.015647261774081,1.2040572636816915,-0.8878804692010569,-0.8659740393079631,1.2258153170098578,1.1034663554553927,0.7048871073930884,-0.27924800657131765,0
